timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1779998904360,399,Stress config 3 request,200,OK,Stress config 3: 12 users 1-1,text,true,,231,158,1,1,http://localhost:8079/?token=496193058&user=-1360753733&config=3,392,0,31
1779998905692,334,Stress config 3 request,200,OK,Stress config 3: 12 users 1-1,text,true,,231,158,1,1,http://localhost:8079/?token=496193058&user=-1360753733&config=3,333,0,0
1779998907189,338,Stress config 3 request,200,OK,Stress config 3: 12 users 1-1,text,true,,231,158,1,1,http://localhost:8079/?token=496193058&user=-1360753733&config=3,338,0,0
1779998908690,335,Stress config 3 request,200,OK,Stress config 3: 12 users 1-1,text,true,,231,158,1,1,http://localhost:8079/?token=496193058&user=-1360753733&config=3,335,0,0
1779998909124,398,Stress config 3 request,200,OK,Stress config 3: 12 users 1-2,text,true,,231,158,2,2,http://localhost:8079/?token=496193058&user=-1360753733&config=3,398,0,2
1779998910190,336,Stress config 3 request,200,OK,Stress config 3: 12 users 1-1,text,true,,231,158,2,2,http://localhost:8079/?token=496193058&user=-1360753733&config=3,336,0,0
1779998910624,339,Stress config 3 request,200,OK,Stress config 3: 12 users 1-2,text,true,,231,158,2,2,http://localhost:8079/?token=496193058&user=-1360753733&config=3,339,0,0
1779998911690,355,Stress config 3 request,200,OK,Stress config 3: 12 users 1-1,text,true,,231,158,2,2,http://localhost:8079/?token=496193058&user=-1360753733&config=3,355,0,0
1779998912127,342,Stress config 3 request,200,OK,Stress config 3: 12 users 1-2,text,true,,231,158,2,2,http://localhost:8079/?token=496193058&user=-1360753733&config=3,342,0,0
1779998913190,341,Stress config 3 request,200,OK,Stress config 3: 12 users 1-1,text,true,,231,158,2,2,http://localhost:8079/?token=496193058&user=-1360753733&config=3,341,0,0
1779998913623,343,Stress config 3 request,200,OK,Stress config 3: 12 users 1-2,text,true,,231,158,2,2,http://localhost:8079/?token=496193058&user=-1360753733&config=3,343,0,0
1779998914124,406,Stress config 3 request,200,OK,Stress config 3: 12 users 1-3,text,true,,231,158,3,3,http://localhost:8079/?token=496193058&user=-1360753733&config=3,406,0,2
1779998914690,370,Stress config 3 request,200,OK,Stress config 3: 12 users 1-1,text,true,,231,158,3,3,http://localhost:8079/?token=496193058&user=-1360753733&config=3,370,0,0
1779998915124,340,Stress config 3 request,200,OK,Stress config 3: 12 users 1-2,text,true,,231,158,3,3,http://localhost:8079/?token=496193058&user=-1360753733&config=3,340,0,0
1779998915626,339,Stress config 3 request,200,OK,Stress config 3: 12 users 1-3,text,true,,231,158,3,3,http://localhost:8079/?token=496193058&user=-1360753733&config=3,339,0,0
1779998916190,335,Stress config 3 request,200,OK,Stress config 3: 12 users 1-1,text,true,,231,158,3,3,http://localhost:8079/?token=496193058&user=-1360753733&config=3,335,0,0
1779998916624,365,Stress config 3 request,200,OK,Stress config 3: 12 users 1-2,text,true,,231,158,3,3,http://localhost:8079/?token=496193058&user=-1360753733&config=3,365,0,0
1779998917124,332,Stress config 3 request,200,OK,Stress config 3: 12 users 1-3,text,true,,231,158,3,3,http://localhost:8079/?token=496193058&user=-1360753733&config=3,332,0,0
1779998917691,341,Stress config 3 request,200,OK,Stress config 3: 12 users 1-1,text,true,,231,158,3,3,http://localhost:8079/?token=496193058&user=-1360753733&config=3,341,0,0
1779998918125,375,Stress config 3 request,200,OK,Stress config 3: 12 users 1-2,text,true,,231,158,3,3,http://localhost:8079/?token=496193058&user=-1360753733&config=3,375,0,0
1779998918624,374,Stress config 3 request,200,OK,Stress config 3: 12 users 1-3,text,true,,231,158,3,3,http://localhost:8079/?token=496193058&user=-1360753733&config=3,374,0,0
1779998919190,321,Stress config 3 request,200,OK,Stress config 3: 12 users 1-1,text,true,,231,158,4,4,http://localhost:8079/?token=496193058&user=-1360753733&config=3,321,0,0
1779998919123,435,Stress config 3 request,200,OK,Stress config 3: 12 users 1-4,text,true,,231,158,4,4,http://localhost:8079/?token=496193058&user=-1360753733&config=3,434,0,3
1779998919623,342,Stress config 3 request,200,OK,Stress config 3: 12 users 1-2,text,true,,231,158,4,4,http://localhost:8079/?token=496193058&user=-1360753733&config=3,342,0,0
1779998920124,371,Stress config 3 request,200,OK,Stress config 3: 12 users 1-3,text,true,,231,158,4,4,http://localhost:8079/?token=496193058&user=-1360753733&config=3,371,0,0
1779998920623,370,Stress config 3 request,200,OK,Stress config 3: 12 users 1-4,text,true,,231,158,4,4,http://localhost:8079/?token=496193058&user=-1360753733&config=3,370,0,0
1779998920692,379,Stress config 3 request,200,OK,Stress config 3: 12 users 1-1,text,true,,231,158,4,4,http://localhost:8079/?token=496193058&user=-1360753733&config=3,379,0,0
1779998921124,366,Stress config 3 request,200,OK,Stress config 3: 12 users 1-2,text,true,,231,158,4,4,http://localhost:8079/?token=496193058&user=-1360753733&config=3,365,0,0
1779998921625,347,Stress config 3 request,200,OK,Stress config 3: 12 users 1-3,text,true,,231,158,4,4,http://localhost:8079/?token=496193058&user=-1360753733&config=3,347,0,0
