timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1779999461080,442,Stress config 3 request,200,OK,Stress config 3: 21 users 1-1,text,true,,231,158,1,1,http://localhost:8079/?token=496193058&user=-1360753733&config=3,434,0,28
1779999462438,371,Stress config 3 request,200,OK,Stress config 3: 21 users 1-1,text,true,,231,158,1,1,http://localhost:8079/?token=496193058&user=-1360753733&config=3,371,0,0
1779999463723,455,Stress config 3 request,200,OK,Stress config 3: 21 users 1-2,text,true,,231,158,2,2,http://localhost:8079/?token=496193058&user=-1360753733&config=3,455,0,2
1779999463927,372,Stress config 3 request,200,OK,Stress config 3: 21 users 1-1,text,true,,231,158,2,2,http://localhost:8079/?token=496193058&user=-1360753733&config=3,372,0,0
1779999465223,334,Stress config 3 request,200,OK,Stress config 3: 21 users 1-2,text,true,,231,158,2,2,http://localhost:8079/?token=496193058&user=-1360753733&config=3,334,0,0
1779999465427,317,Stress config 3 request,200,OK,Stress config 3: 21 users 1-1,text,true,,231,158,2,2,http://localhost:8079/?token=496193058&user=-1360753733&config=3,317,0,0
1779999466582,423,Stress config 3 request,200,OK,Stress config 3: 21 users 1-3,text,true,,231,158,3,3,http://localhost:8079/?token=496193058&user=-1360753733&config=3,423,0,3
1779999466724,312,Stress config 3 request,200,OK,Stress config 3: 21 users 1-2,text,true,,231,158,3,3,http://localhost:8079/?token=496193058&user=-1360753733&config=3,312,0,0
1779999466928,359,Stress config 3 request,200,OK,Stress config 3: 21 users 1-1,text,true,,231,158,3,3,http://localhost:8079/?token=496193058&user=-1360753733&config=3,359,0,0
1779999468082,322,Stress config 3 request,200,OK,Stress config 3: 21 users 1-3,text,true,,231,158,3,3,http://localhost:8079/?token=496193058&user=-1360753733&config=3,322,0,0
1779999468222,341,Stress config 3 request,200,OK,Stress config 3: 21 users 1-2,text,true,,231,158,3,3,http://localhost:8079/?token=496193058&user=-1360753733&config=3,341,0,0
1779999468427,325,Stress config 3 request,200,OK,Stress config 3: 21 users 1-1,text,true,,231,158,3,3,http://localhost:8079/?token=496193058&user=-1360753733&config=3,325,0,0
1779999469437,409,Stress config 3 request,200,OK,Stress config 3: 21 users 1-4,text,true,,231,158,4,4,http://localhost:8079/?token=496193058&user=-1360753733&config=3,409,0,2
1779999469581,327,Stress config 3 request,200,OK,Stress config 3: 21 users 1-3,text,true,,231,158,4,4,http://localhost:8079/?token=496193058&user=-1360753733&config=3,327,0,0
1779999469721,343,Stress config 3 request,200,OK,Stress config 3: 21 users 1-2,text,true,,231,158,4,4,http://localhost:8079/?token=496193058&user=-1360753733&config=3,343,0,0
1779999469927,324,Stress config 3 request,200,OK,Stress config 3: 21 users 1-1,text,true,,231,158,4,4,http://localhost:8079/?token=496193058&user=-1360753733&config=3,324,0,0
1779999470937,375,Stress config 3 request,200,OK,Stress config 3: 21 users 1-4,text,true,,231,158,4,4,http://localhost:8079/?token=496193058&user=-1360753733&config=3,375,0,0
1779999471081,324,Stress config 3 request,200,OK,Stress config 3: 21 users 1-3,text,true,,231,158,4,4,http://localhost:8079/?token=496193058&user=-1360753733&config=3,324,0,0
1779999471222,341,Stress config 3 request,200,OK,Stress config 3: 21 users 1-2,text,true,,231,158,4,4,http://localhost:8079/?token=496193058&user=-1360753733&config=3,341,0,0
1779999471429,352,Stress config 3 request,200,OK,Stress config 3: 21 users 1-1,text,true,,231,158,4,4,http://localhost:8079/?token=496193058&user=-1360753733&config=3,352,0,0
1779999472291,427,Stress config 3 request,200,OK,Stress config 3: 21 users 1-5,text,true,,231,158,5,5,http://localhost:8079/?token=496193058&user=-1360753733&config=3,427,0,2
