timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1779999646766,427,Stress config 3 request,200,OK,Stress config 3: 24 users 1-1,text,true,,231,158,1,1,http://localhost:8079/?token=496193058&user=-1360753733&config=3,420,0,29
1779999648132,367,Stress config 3 request,200,OK,Stress config 3: 24 users 1-1,text,true,,231,158,1,1,http://localhost:8079/?token=496193058&user=-1360753733&config=3,367,0,0
1779999649070,470,Stress config 3 request,200,OK,Stress config 3: 24 users 1-2,text,true,,231,158,2,2,http://localhost:8079/?token=496193058&user=-1360753733&config=3,470,0,1
1779999649632,427,Stress config 3 request,200,OK,Stress config 3: 24 users 1-1,text,true,,231,158,2,2,http://localhost:8079/?token=496193058&user=-1360753733&config=3,427,0,0
1779999650569,356,Stress config 3 request,200,OK,Stress config 3: 24 users 1-2,text,true,,231,158,2,2,http://localhost:8079/?token=496193058&user=-1360753733&config=3,356,0,0
1779999651133,376,Stress config 3 request,200,OK,Stress config 3: 24 users 1-1,text,true,,231,158,2,2,http://localhost:8079/?token=496193058&user=-1360753733&config=3,376,0,0
1779999651569,407,Stress config 3 request,200,OK,Stress config 3: 24 users 1-3,text,true,,231,158,3,3,http://localhost:8079/?token=496193058&user=-1360753733&config=3,407,0,2
1779999652070,379,Stress config 3 request,200,OK,Stress config 3: 24 users 1-2,text,true,,231,158,3,3,http://localhost:8079/?token=496193058&user=-1360753733&config=3,379,0,0
1779999652633,351,Stress config 3 request,200,OK,Stress config 3: 24 users 1-1,text,true,,231,158,3,3,http://localhost:8079/?token=496193058&user=-1360753733&config=3,351,0,0
1779999653069,351,Stress config 3 request,200,OK,Stress config 3: 24 users 1-3,text,true,,231,158,3,3,http://localhost:8079/?token=496193058&user=-1360753733&config=3,351,0,0
1779999653570,350,Stress config 3 request,200,OK,Stress config 3: 24 users 1-2,text,true,,231,158,3,3,http://localhost:8079/?token=496193058&user=-1360753733&config=3,350,0,0
1779999654069,383,Stress config 3 request,200,OK,Stress config 3: 24 users 1-4,text,true,,231,158,4,4,http://localhost:8079/?token=496193058&user=-1360753733&config=3,383,0,2
1779999654134,349,Stress config 3 request,200,OK,Stress config 3: 24 users 1-1,text,true,,231,158,4,4,http://localhost:8079/?token=496193058&user=-1360753733&config=3,349,0,0
1779999654570,351,Stress config 3 request,200,OK,Stress config 3: 24 users 1-3,text,true,,231,158,4,4,http://localhost:8079/?token=496193058&user=-1360753733&config=3,351,0,0
1779999655070,350,Stress config 3 request,200,OK,Stress config 3: 24 users 1-2,text,true,,231,158,4,4,http://localhost:8079/?token=496193058&user=-1360753733&config=3,350,0,0
1779999655570,407,Stress config 3 request,200,OK,Stress config 3: 24 users 1-4,text,true,,231,158,4,4,http://localhost:8079/?token=496193058&user=-1360753733&config=3,407,0,0
1779999655632,349,Stress config 3 request,200,OK,Stress config 3: 24 users 1-1,text,true,,231,158,4,4,http://localhost:8079/?token=496193058&user=-1360753733&config=3,349,0,0
1779999656069,377,Stress config 3 request,200,OK,Stress config 3: 24 users 1-3,text,true,,231,158,4,4,http://localhost:8079/?token=496193058&user=-1360753733&config=3,377,0,0
1779999656570,361,Stress config 3 request,200,OK,Stress config 3: 24 users 1-2,text,true,,231,158,5,5,http://localhost:8079/?token=496193058&user=-1360753733&config=3,361,0,0
1779999656569,362,Stress config 3 request,200,OK,Stress config 3: 24 users 1-5,text,true,,231,158,5,5,http://localhost:8079/?token=496193058&user=-1360753733&config=3,362,0,2
1779999657067,329,Stress config 3 request,200,OK,Stress config 3: 24 users 1-4,text,true,,231,158,5,5,http://localhost:8079/?token=496193058&user=-1360753733&config=3,329,0,0
1779999657131,332,Stress config 3 request,200,OK,Stress config 3: 24 users 1-1,text,true,,231,158,5,5,http://localhost:8079/?token=496193058&user=-1360753733&config=3,332,0,0
1779999657568,343,Stress config 3 request,200,OK,Stress config 3: 24 users 1-3,text,true,,231,158,5,5,http://localhost:8079/?token=496193058&user=-1360753733&config=3,343,0,0
1779999658068,325,Stress config 3 request,200,OK,Stress config 3: 24 users 1-5,text,true,,231,158,5,5,http://localhost:8079/?token=496193058&user=-1360753733&config=3,325,0,0
1779999658069,376,Stress config 3 request,200,OK,Stress config 3: 24 users 1-2,text,true,,231,158,5,5,http://localhost:8079/?token=496193058&user=-1360753733&config=3,376,0,0
1779999658567,327,Stress config 3 request,200,OK,Stress config 3: 24 users 1-4,text,true,,231,158,5,5,http://localhost:8079/?token=496193058&user=-1360753733&config=3,327,0,0
1779999658632,356,Stress config 3 request,200,OK,Stress config 3: 24 users 1-1,text,true,,231,158,5,5,http://localhost:8079/?token=496193058&user=-1360753733&config=3,356,0,0
1779999659068,341,Stress config 3 request,200,OK,Stress config 3: 24 users 1-3,text,true,,231,158,6,6,http://localhost:8079/?token=496193058&user=-1360753733&config=3,341,0,0
1779999659067,403,Stress config 3 request,200,OK,Stress config 3: 24 users 1-6,text,true,,231,158,6,6,http://localhost:8079/?token=496193058&user=-1360753733&config=3,403,0,2
1779999659569,328,Stress config 3 request,200,OK,Stress config 3: 24 users 1-2,text,true,,231,158,6,6,http://localhost:8079/?token=496193058&user=-1360753733&config=3,328,0,0
1779999659568,384,Stress config 3 request,200,OK,Stress config 3: 24 users 1-5,text,true,,231,158,6,6,http://localhost:8079/?token=496193058&user=-1360753733&config=3,384,0,0
